dataset active_matter: 12950 clips, spec=ClipSpec(n_channels=11, n_frames=8, height=256, width=256)
model: jepa, 34.4M trainable params
step 50/5000 lr=3.92e-06 loss=0.4493 target_feat_std=0.9162 context_feat_std=0.8974 pred_feat_std=0.1914 clips/s=50.2
step 100/5000 lr=7.92e-06 loss=0.3932 target_feat_std=0.9140 context_feat_std=0.8200 pred_feat_std=0.1328 clips/s=187.5
step 150/5000 lr=1.19e-05 loss=0.3679 target_feat_std=0.8993 context_feat_std=0.8105 pred_feat_std=0.1157 clips/s=193.2
step 200/5000 lr=1.59e-05 loss=0.3515 target_feat_std=0.8915 context_feat_std=0.7959 pred_feat_std=0.1846 clips/s=204.0
step 250/5000 lr=1.99e-05 loss=0.3279 target_feat_std=0.8798 context_feat_std=0.7860 pred_feat_std=0.2266 clips/s=165.2
step 300/5000 lr=2.39e-05 loss=0.3216 target_feat_std=0.8730 context_feat_std=0.8074 pred_feat_std=0.2344 clips/s=204.0
step 350/5000 lr=2.79e-05 loss=0.2914 target_feat_std=0.8416 context_feat_std=0.7956 pred_feat_std=0.2598 clips/s=207.0
step 400/5000 lr=3.19e-05 loss=0.2880 target_feat_std=0.8370 context_feat_std=0.8125 pred_feat_std=0.2695 clips/s=203.3
step 450/5000 lr=3.59e-05 loss=0.2604 target_feat_std=0.8025 context_feat_std=0.8009 pred_feat_std=0.2852 clips/s=184.2
step 500/5000 lr=3.99e-05 loss=0.2663 target_feat_std=0.8197 context_feat_std=0.8145 pred_feat_std=0.3223 clips/s=213.8
step 550/5000 lr=4.39e-05 loss=0.2525 target_feat_std=0.8116 context_feat_std=0.8158 pred_feat_std=0.3418 clips/s=210.4
step 600/5000 lr=4.79e-05 loss=0.2474 target_feat_std=0.8250 context_feat_std=0.8326 pred_feat_std=0.3789 clips/s=213.2
step 650/5000 lr=5.19e-05 loss=0.2169 target_feat_std=0.7979 context_feat_std=0.8194 pred_feat_std=0.4219 clips/s=187.8
step 700/5000 lr=5.59e-05 loss=0.2147 target_feat_std=0.8082 context_feat_std=0.8268 pred_feat_std=0.4492 clips/s=211.0
step 750/5000 lr=5.99e-05 loss=0.2131 target_feat_std=0.8118 context_feat_std=0.8343 pred_feat_std=0.4492 clips/s=210.3
step 800/5000 lr=6.39e-05 loss=0.1999 target_feat_std=0.8112 context_feat_std=0.8484 pred_feat_std=0.4688 clips/s=214.2
step 850/5000 lr=6.79e-05 loss=0.1870 target_feat_std=0.8086 context_feat_std=0.8697 pred_feat_std=0.5039 clips/s=184.8
step 900/5000 lr=7.19e-05 loss=0.1674 target_feat_std=0.8156 context_feat_std=0.8864 pred_feat_std=0.5625 clips/s=230.0
step 950/5000 lr=7.59e-05 loss=0.1748 target_feat_std=0.8251 context_feat_std=0.8924 pred_feat_std=0.5430 clips/s=211.7
step 1000/5000 lr=7.99e-05 loss=0.1623 target_feat_std=0.8335 context_feat_std=0.8997 pred_feat_std=0.5938 clips/s=202.8
step 1050/5000 lr=8.39e-05 loss=0.1545 target_feat_std=0.8418 context_feat_std=0.9039 pred_feat_std=0.6211 clips/s=174.6
step 1100/5000 lr=8.79e-05 loss=0.1516 target_feat_std=0.8566 context_feat_std=0.9109 pred_feat_std=0.6523 clips/s=233.4
step 1150/5000 lr=9.19e-05 loss=0.1383 target_feat_std=0.8634 context_feat_std=0.9079 pred_feat_std=0.6797 clips/s=216.0
step 1200/5000 lr=9.59e-05 loss=0.1440 target_feat_std=0.8787 context_feat_std=0.9205 pred_feat_std=0.6758 clips/s=217.2
step 1250/5000 lr=9.99e-05 loss=0.1484 target_feat_std=0.8872 context_feat_std=0.9197 pred_feat_std=0.6758 clips/s=179.3
step 1300/5000 lr=1.04e-04 loss=0.1256 target_feat_std=0.8908 context_feat_std=0.9140 pred_feat_std=0.7422 clips/s=231.9
step 1350/5000 lr=1.08e-04 loss=0.1351 target_feat_std=0.8976 context_feat_std=0.9211 pred_feat_std=0.7305 clips/s=213.5
step 1400/5000 lr=1.12e-04 loss=0.1504 target_feat_std=0.9052 context_feat_std=0.9251 pred_feat_std=0.6992 clips/s=213.4
step 1450/5000 lr=1.16e-04 loss=0.1351 target_feat_std=0.9082 context_feat_std=0.9221 pred_feat_std=0.7383 clips/s=175.9
step 1500/5000 lr=1.20e-04 loss=0.1332 target_feat_std=0.9126 context_feat_std=0.9203 pred_feat_std=0.7422 clips/s=238.7
